transaction_date,amount,description,transaction_type,category_id,transaction_code
2019-05-13,35.24,QuikTrip,debit,9,SHELL OIL #US6B6V
2019-05-13,98.19,Fancy Restaurant,debit,19,CHILI'S GRILL & BAR #LQA9UZ
2019-05-13,23.11,Greek Restaurant,debit,19,LOCAL DINER PURCHASE #Z2Z7MV
2019-05-14,2.02,Grocery Store,debit,10,TARGET GROCERY #CRIA27
2019-05-15,60.0,Power Company,debit,22,CITY ELECTRIC BILL #GSPDI9
2019-05-17,575.33,Credit Card Payment,credit,4,UNKNOWN MERCHANT #DV0GVO
2019-05-17,35.0,City Water Charges,debit,22,CITY ELECTRIC BILL #U2TNE9
2019-05-20,75.0,State Farm,debit,2,PROGRESSIVE INSURANCE #33W9M6
2019-05-20,415.47,Credit Card Payment,debit,4,UNKNOWN MERCHANT #UE3TAI
2019-05-20,32.53,American Tavern,debit,19,LOCAL DINER PURCHASE #35YWMY
2019-05-24,765.68,Credit Card Payment,credit,4,UNKNOWN MERCHANT #B1G10W
2019-05-24,27.96,Hardware Store,debit,12,MENARDS ROCKFORD #VTFB0R
2019-05-24,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #FEU9G0
2019-05-24,8.0,Brunch Restaurant,debit,19,OLIVE GARDEN 4452 #9LVZ7B
2019-05-25,36.76,QuikTrip,debit,9,MOBIL FUEL STATION #2SJRUI
2019-05-25,30.99,Hardware Store,debit,12,MENARDS ROCKFORD #QE0VVL
2019-05-27,34.33,Mexican Restaurant,debit,19,LOCAL DINER PURCHASE #IEC6AI
2019-05-28,765.68,Credit Card Payment,debit,4,UNKNOWN MERCHANT #2UPV4U
2019-05-30,75.0,Internet Service Provider,debit,13,CHARTER SPECTRUM #4LSWXC
2019-05-30,34.82,American Tavern,debit,19,CHILI'S GRILL & BAR #CMEYN4
2019-06-01,13.09,Amazon,debit,20,AMAZON.COM PURCHASE #KAOWLC
2019-06-03,2.75,Starbucks,debit,3,SQ *STARBUCKS STORE 1123 #B3MIGA
2019-06-03,260.95,Credit Card Payment,credit,4,UNKNOWN MERCHANT #4DX5FF
2019-06-03,1100.0,Mortgage Payment,debit,15,MORTGAGE LOAN PAYMENT #POKJ6P
2019-06-04,30.0,Barbershop,debit,11,SPORT CLIPS HAIRCUT #8YJXCT
2019-06-04,13.9,Netflix,debit,21,HBO MAX BILL #N7KTZX
2019-06-05,23.0,Grocery Store,debit,10,TARGET GROCERY #MDTGZC
2019-06-05,23.24,Mexican Restaurant,debit,19,LOCAL DINER PURCHASE #PWJXZF
2019-06-06,3.75,Starbucks,debit,3,DUNKIN #34567 #S2IN5M
2019-06-06,5.64,Grocery Store,debit,10,JEWEL-OSCO #CPB6CL
2019-06-07,458.56,Credit Card Payment,debit,4,UNKNOWN MERCHANT #AWBO2F
2019-06-07,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #D0QNHN
2019-06-07,30.0,Gas Company,debit,22,WATER DEPARTMENT PAYMENT #ZNQH4M
2019-06-09,10.69,Spotify,debit,17,YOUTUBE MUSIC #DGIYW3
2019-06-12,65.0,Phone Company,debit,14,T-MOBILE PAYMENT #IYONF4
2019-06-13,152.72,Credit Card Payment,credit,4,UNKNOWN MERCHANT #JKFY00
2019-06-13,152.72,Credit Card Payment,debit,4,UNKNOWN MERCHANT #IBH7YF
2019-06-14,10.69,Grocery Store,debit,10,JEWEL-OSCO #JLZZLQ
2019-06-15,33.16,BP,debit,9,SHELL OIL #B9E5XF
2019-06-17,35.0,City Water Charges,debit,22,NATURAL GAS SERVICE #9B5R8O
2019-06-17,60.0,Power Company,debit,22,CITY ELECTRIC BILL #TLXLEG
2019-06-18,15.0,Brewing Company,debit,1,RED LANTERN PUB #U2MA5X
2019-06-18,41.83,Shell,debit,9,SHELL OIL #NV5UZC
2019-06-19,75.0,State Farm,debit,2,STATE FARM AUTO BILL #KIA9KC
2019-06-20,375.26,Credit Card Payment,debit,4,UNKNOWN MERCHANT #KI8ITK
2019-06-20,9200.0,Mike's Construction Co.,debit,12,LOWE'S STORE 8832 #T1KWE0
2019-06-20,100.68,Credit Card Payment,credit,4,UNKNOWN MERCHANT #4HU7EC
2019-06-21,100.68,Credit Card Payment,debit,4,UNKNOWN MERCHANT #ZI23YT
2019-06-21,2000.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #CBQZFE
2019-06-24,15.0,Brewing Company,debit,1,RED LANTERN PUB #YR0NB7
2019-06-28,30.64,BP,debit,9,MOBIL FUEL STATION #N386LA
2019-06-30,75.0,Internet Service Provider,debit,13,CHARTER SPECTRUM #ABKIZF
2019-07-01,7.0,Starbucks,debit,3,DUNKIN #34567 #6ADAYP
2019-07-01,99.47,Grocery Store,debit,10,JEWEL-OSCO #ABWAPS
2019-07-01,24.97,Hawaiian Grill,debit,19,OLIVE GARDEN 4452 #HSBSQ2
2019-07-01,24.0,Thai Restaurant,debit,19,OLIVE GARDEN 4452 #693YMG
2019-07-01,13.09,Amazon,debit,20,AMAZON.COM PURCHASE #OXKDM7
2019-07-02,229.9,Hardware Store,debit,12,LOWE'S STORE 8832 #FY7CQA
2019-07-02,1100.0,Mortgage Payment,debit,15,MORTGAGE LOAN PAYMENT #OF1GA2
2019-07-04,13.9,Netflix,debit,21,NETFLIX SUBSCRIPTION #19ZKZ2
2019-07-05,19.0,Brewing Company,debit,1,RED LANTERN PUB #0QFKSU
2019-07-05,2250.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #BI4CP9
2019-07-06,220.08,Credit Card Payment,credit,4,UNKNOWN MERCHANT #ISK3RR
2019-07-06,92.98,Grocery Store,debit,10,WALMART SUPERCENTER #EGQMH8
2019-07-06,23.26,Greek Restaurant,debit,19,OLIVE GARDEN 4452 #1TZBJ6
2019-07-07,103.14,Hardware Store,debit,12,HOME DEPOT 5244 #LXR9OU
2019-07-08,305.28,Credit Card Payment,debit,4,UNKNOWN MERCHANT #BBCS3M
2019-07-08,220.08,Credit Card Payment,debit,4,UNKNOWN MERCHANT #DVIUW9
2019-07-09,549.72,Credit Card Payment,credit,4,UNKNOWN MERCHANT #BOVIKU
2019-07-09,10.69,Spotify,debit,17,SPOTIFY PREMIUM #YCOY9V
2019-07-10,65.0,Phone Company,debit,14,AT&T MOBILE SERVICE #NLIWUX
2019-07-10,30.0,Gas Company,debit,22,CITY ELECTRIC BILL #A2DBS4
2019-07-15,87.14,Grocery Store,debit,10,TARGET GROCERY #W0ZKMF
2019-07-16,89.99,Amazon,debit,20,WALMART ONLINE ORDER #YQLH7O
2019-07-16,60.0,Power Company,debit,22,NATURAL GAS SERVICE #1CIHPG
2019-07-17,35.0,City Water Charges,debit,22,WATER DEPARTMENT PAYMENT #DFP1FG
2019-07-18,75.0,State Farm,debit,2,STATE FARM AUTO BILL #H2192Y
2019-07-18,814.5,Credit Card Payment,debit,4,UNKNOWN MERCHANT #A0SQ81
2019-07-18,36.42,BP,debit,9,SHELL OIL #13ZAVZ
2019-07-18,29.83,Grocery Store,debit,10,WALMART SUPERCENTER #HZ94Z5
2019-07-18,8.82,Brunch Restaurant,debit,19,CHILI'S GRILL & BAR #Y328FM
2019-07-19,115.52,Credit Card Payment,credit,4,UNKNOWN MERCHANT #OQK89H
2019-07-19,2250.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #DZ8NL0
2019-07-19,28.0,Mexican Restaurant,debit,19,CHILI'S GRILL & BAR #I8E06H
2019-07-22,257.08,Credit Card Payment,credit,4,UNKNOWN MERCHANT #4M5N13
2019-07-22,26.67,Thai Restaurant,debit,19,OLIVE GARDEN 4452 #ELX9TG
2019-07-23,257.08,Credit Card Payment,debit,4,UNKNOWN MERCHANT #E2V6D1
2019-07-24,2.5,Starbucks,debit,3,SQ *STARBUCKS STORE 1123 #KDRSQ5
2019-07-27,30.0,Barbershop,debit,11,GREAT CLIPS SALON #64THR0
2019-07-28,44.31,Hardware Store,debit,12,LOWE'S STORE 8832 #KFKZBE
2019-07-29,5.35,Grocery Store,debit,10,WALMART SUPERCENTER #9VH104
2019-07-29,44.92,Fancy Restaurant,debit,19,CHILI'S GRILL & BAR #GFMLDR
2019-07-30,15.77,Grocery Store,debit,10,TARGET GROCERY #9D0KCG
2019-07-30,75.0,Internet Service Provider,debit,13,AT&T INTERNET SERVICE #CZ0IGN
2019-08-01,13.09,Amazon,debit,20,WALMART ONLINE ORDER #O9QDAD
2019-08-02,1100.0,Mortgage Payment,debit,15,MORTGAGE LOAN PAYMENT #61AHZ9
2019-08-02,2250.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #SNMMD2
2019-08-03,36.36,BP,debit,9,MOBIL FUEL STATION #YFJP63
2019-08-03,3.96,Grocery Store,debit,10,JEWEL-OSCO #SPROEL
2019-08-03,23.47,American Tavern,debit,19,CHILI'S GRILL & BAR #MXWQHQ
2019-08-04,13.9,Netflix,debit,21,DISNEY+ MONTHLY #6IQ847
2019-08-05,18.0,Brewing Company,debit,1,MIXOLOGY LOUNGE #Z29M23
2019-08-05,349.28,Credit Card Payment,credit,4,UNKNOWN MERCHANT #12AV2F
2019-08-05,117.65,Credit Card Payment,credit,4,UNKNOWN MERCHANT #ST88CW
2019-08-06,521.17,Credit Card Payment,debit,4,UNKNOWN MERCHANT #21JL5T
2019-08-06,117.65,Credit Card Payment,debit,4,UNKNOWN MERCHANT #ZPDPTI
2019-08-06,125.0,Hardware Store,debit,12,HOME DEPOT 5244 #4K3272
2019-08-08,11.72,Grocery Store,debit,10,TARGET GROCERY #WNLO62
2019-08-09,10.69,Spotify,debit,17,YOUTUBE MUSIC #87JBY0
2019-08-09,30.0,Gas Company,debit,22,CITY ELECTRIC BILL #UFZQWF
2019-08-12,65.0,Phone Company,debit,14,T-MOBILE PAYMENT #T2WYJN
2019-08-12,26.67,Thai Restaurant,debit,19,LOCAL DINER PURCHASE #B6TKN5
2019-08-14,2.75,Starbucks,debit,3,DUNKIN #34567 #2BE93U
2019-08-15,335.2,Credit Card Payment,debit,4,UNKNOWN MERCHANT #UVLSDN
2019-08-15,60.0,Power Company,debit,22,CITY ELECTRIC BILL #2TAEHU
2019-08-16,2250.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #EJHN6N
2019-08-16,35.0,City Water Charges,debit,22,WATER DEPARTMENT PAYMENT #CEIBVQ
2019-08-17,87.17,Credit Card Payment,credit,4,UNKNOWN MERCHANT #QEAUQA
2019-08-17,33.15,Grocery Store,debit,10,JEWEL-OSCO #AVYNNH
2019-08-17,19.0,Barbershop,debit,11,SPORT CLIPS HAIRCUT #5GWZZ9
2019-08-17,3.5,American Tavern,debit,19,LOCAL DINER PURCHASE #47XIA1
2019-08-19,1248.95,Credit Card Payment,debit,4,UNKNOWN MERCHANT #LHF1CQ
2019-08-20,75.0,State Farm,debit,2,STATE FARM AUTO BILL #6I44PG
2019-08-20,2.75,Starbucks,debit,3,DUNKIN #34567 #OUCCPQ
2019-08-21,34.69,Shell,debit,9,CASEY'S GENERAL STORE 6672 #C9JLJJ
2019-08-23,2.75,Starbucks,debit,3,DUNKIN #34567 #CHZT66
2019-08-25,39.43,Brunch Restaurant,debit,19,OLIVE GARDEN 4452 #8HEHC6
2019-08-26,66.75,Hardware Store,debit,12,MENARDS ROCKFORD #CUBQQE
2019-08-29,3.0,Starbucks,debit,3,DUNKIN #34567 #GZFUJF
2019-08-30,2.75,Starbucks,debit,3,DUNKIN #34567 #9W9EDQ
2019-08-30,75.0,Internet Service Provider,debit,13,COMCAST XFINITY BILL #KX68QP
2019-08-30,2250.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #EOZ24P
2019-08-31,68.04,Hardware Store,debit,12,MENARDS ROCKFORD #KATWEZ
2019-08-31,41.78,BBQ Restaurant,debit,19,OLIVE GARDEN 4452 #Q8Y0Q8
2019-09-01,13.09,Amazon,debit,20,WALMART ONLINE ORDER #NI94P6
2019-09-03,1100.0,Mortgage Payment,debit,15,APARTMENT RENT PAYMENT #JFNDO2
2019-09-03,41.24,Fancy Restaurant,debit,19,LOCAL DINER PURCHASE #5Y6LPZ
2019-09-04,13.9,Netflix,debit,21,DISNEY+ MONTHLY #9MXB2N
2019-09-05,3.75,Starbucks,debit,3,DUNKIN #34567 #R3PZGW
2019-09-06,1390.37,Credit Card Payment,credit,4,UNKNOWN MERCHANT #048PZK
2019-09-06,1390.37,Credit Card Payment,debit,4,UNKNOWN MERCHANT #HOE48G
2019-09-06,502.75,Credit Card Payment,debit,4,UNKNOWN MERCHANT #44PIGL
2019-09-07,12.87,Brewing Company,debit,1,MIXOLOGY LOUNGE #RLWWQV
2019-09-08,19.3,Brewing Company,debit,1,RED LANTERN PUB #L2CCUL
2019-09-09,28.77,Shell,debit,9,MOBIL FUEL STATION #LHT6H9
2019-09-09,65.09,Grocery Store,debit,10,TARGET GROCERY #06SRZM
2019-09-09,26.25,Hardware Store,debit,12,HOME DEPOT 5244 #K15ZLD
2019-09-09,10.69,Spotify,debit,17,SPOTIFY PREMIUM #X7V3XR
2019-09-09,30.0,Gas Company,debit,22,CITY ELECTRIC BILL #L7DGIV
2019-09-11,360.56,Credit Card Payment,credit,4,UNKNOWN MERCHANT #6IRTQW
2019-09-11,65.0,Phone Company,debit,14,VERIZON WIRELESS BILL #OLM404
2019-09-12,360.56,Credit Card Payment,debit,4,UNKNOWN MERCHANT #43YDPK
2019-09-13,2.75,Starbucks,debit,3,PEET'S COFFEE ROASTERS #6G5T2A
2019-09-13,2250.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #TRZXMG
2019-09-14,46.44,Grocery Store,debit,10,WALMART SUPERCENTER #2EA0W5
2019-09-15,47.66,Amazon,debit,20,WALMART ONLINE ORDER #4TWWD7
2019-09-16,90.57,Credit Card Payment,debit,4,UNKNOWN MERCHANT #0N1RF4
2019-09-16,90.57,Credit Card Payment,credit,4,UNKNOWN MERCHANT #19FKGU
2019-09-16,35.0,City Water Charges,debit,22,WATER DEPARTMENT PAYMENT #TJ1OLS
2019-09-17,186.13,Credit Card Payment,credit,4,UNKNOWN MERCHANT #FY8U1I
2019-09-17,60.0,Power Company,debit,22,CITY ELECTRIC BILL #1JE40U
2019-09-18,75.0,State Farm,debit,2,PROGRESSIVE INSURANCE #77X1OM
2019-09-18,1606.46,Credit Card Payment,debit,4,UNKNOWN MERCHANT #QMAN7K
2019-09-19,40.81,Brewing Company,debit,1,TIPSY TAP BAR & GRILL #GKY25Y
2019-09-19,2.75,Starbucks,debit,3,PEET'S COFFEE ROASTERS #GC83B6
2019-09-20,9.43,Credit Card Payment,credit,4,UNKNOWN MERCHANT #B7YBEH
2019-09-22,131.1,Seafood Restaurant,debit,19,CHILI'S GRILL & BAR #M3SLXO
2019-09-23,9.43,Credit Card Payment,debit,4,UNKNOWN MERCHANT #N455VU
2019-09-23,27.71,Grocery Store,debit,10,TARGET GROCERY #PI1388
2019-09-23,24.63,Amazon,debit,20,TARGET STORE 1456 #L1RBZG
2019-09-27,2250.0,Biweekly Paycheck,credit,18,UNKNOWN MERCHANT #QLU0LB
2019-09-28,33.46,BP,debit,9,MOBIL FUEL STATION #GUDN3B
2019-09-28,4.27,Sheetz,debit,9,CASEY'S GENERAL STORE 6672 #YVF65P
2019-09-30,1.75,Starbucks,debit,3,PEET'S COFFEE ROASTERS #VOW3P6
2019-09-30,75.0,Internet Service Provider,debit,13,COMCAST XFINITY BILL #EAIOP2
