Date,Description,Amount,Transaction Type,Category,Account Name,Transaction Class,is_weekend,Transaction Code
2018-12-18,Credit Card Payment,311.02,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #HRQQ9V
2018-12-18,Fancy Restaurant,56.52,debit,Restaurants,Silver Card,Expense,False,OLIVE GARDEN 4452 #8YJGZB
2018-12-18,Amazon,49.99,debit,Shopping,Platinum Card,Expense,False,TARGET STORE 1456 #Y6MOU8
2018-12-18,Amazon,41.72,debit,Shopping,Platinum Card,Expense,False,AMAZON.COM PURCHASE #9N66AZ
2018-12-18,Amazon,24.3,debit,Shopping,Platinum Card,Expense,False,WALMART ONLINE ORDER #P9VM8U
2018-12-19,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,PROGRESSIVE INSURANCE #KVBV6A
2018-12-19,Amazon,43.01,debit,Shopping,Platinum Card,Expense,False,AMAZON.COM PURCHASE #591WWK
2018-12-20,Credit Card Payment,464.03,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #VMLPAS
2018-12-20,Shell,30.38,debit,Gas & Fuel,Silver Card,Expense,False,CASEY'S GENERAL STORE 6672 #P9B608
2018-12-21,Credit Card Payment,464.03,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #TYDM9X
2018-12-21,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #SFONYP
2018-12-22,New York Deli,21.38,debit,Fast Food,Platinum Card,Expense,True,MCDONALD'S #18452 #VKWW5P
2018-12-22,Hardware Store,22.14,debit,Home Improvement,Platinum Card,Expense,True,HOME DEPOT 5244 #4ZMYR7
2018-12-23,Hardware Store,28.0,debit,Home Improvement,Platinum Card,Expense,True,HOME DEPOT 5244 #UPVM7T
2018-12-24,Hardware Store,38.4,debit,Home Improvement,Platinum Card,Expense,False,HOME DEPOT 5244 #HSKBUQ
2018-12-26,Chick-Fil-A,56.07,debit,Fast Food,Platinum Card,Expense,False,TACO BELL #2231 #92RGFG
2018-12-26,Shell,32.47,debit,Gas & Fuel,Platinum Card,Expense,False,MOBIL FUEL STATION #OR8G7C
2018-12-26,Shell,7.48,debit,Gas & Fuel,Platinum Card,Expense,False,SHELL OIL #POJ4V6
2018-12-26,Internet Service Provider,75.99,debit,Internet,Checking,Expense,False,COMCAST XFINITY BILL #GGQKYS
2018-12-26,Amazon,44.99,debit,Shopping,Platinum Card,Expense,False,WALMART ONLINE ORDER #RNRYRN
2018-12-28,Brewing Company,12.0,debit,Alcohol & Bars,Silver Card,Expense,False,TIPSY TAP BAR & GRILL #TI0T0P
2018-12-29,Brewing Company,14.0,debit,Alcohol & Bars,Silver Card,Expense,True,RED LANTERN PUB #T2BF7E
2018-12-29,Credit Card Payment,860.05,credit,Credit Card Payment,Platinum Card,Transfer,True,UNKNOWN MERCHANT #JV2XO4
2018-12-29,Grocery Store,55.04,debit,Groceries,Silver Card,Expense,True,WALMART SUPERCENTER #08853A
2019-01-01,Amazon,13.09,debit,Shopping,Platinum Card,Expense,False,WALMART ONLINE ORDER #S9C8L3
2019-01-02,Credit Card Payment,499.6,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #2EIY4H
2019-01-03,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,Expense,False,APARTMENT RENT PAYMENT #4QB7BR
2019-01-03,Amazon,42.1,debit,Shopping,Platinum Card,Expense,False,TARGET STORE 1456 #D1T94Y
2019-01-04,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #D8150J
2019-01-05,American Tavern,23.49,debit,Restaurants,Platinum Card,Expense,True,LOCAL DINER PURCHASE #R2PG0I
2019-01-08,Gas Company,45.0,debit,Utilities,Checking,Expense,False,WATER DEPARTMENT PAYMENT #DVRVI7
2019-01-09,Credit Card Payment,491.45,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #TK45O7
2019-01-09,Credit Card Payment,491.45,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #BQ3I8H
2019-01-09,Credit Card Payment,281.84,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #T2W3FF
2019-01-09,Spotify,10.69,debit,Music,Platinum Card,Expense,False,APPLE MUSIC SUBSCRIPTION #LLBLOR
2019-01-10,Grocery Store,58.79,debit,Groceries,Silver Card,Expense,False,TARGET GROCERY #N4JCH3
2019-01-10,Barbershop,30.0,debit,Haircut,Silver Card,Expense,False,LOCAL BARBER SHOP #AZRZU7
2019-01-10,Phone Company,65.0,debit,Mobile Phone,Checking,Expense,False,T-MOBILE PAYMENT #5072PD
2019-01-14,Shell,28.92,debit,Gas & Fuel,Silver Card,Expense,False,MOBIL FUEL STATION #D030FS
2019-01-15,Grocery Store,6.06,debit,Groceries,Silver Card,Expense,False,TARGET GROCERY #AWBXZL
2019-01-16,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #X5A6IC
2019-01-16,Power Company,60.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #AKUHHY
2019-01-18,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,GEICO INSURANCE PAYMENT #XJU8QV
2019-01-18,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #F44AMP
2019-01-21,Credit Card Payment,277.99,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #V5O1KT
2019-01-22,Credit Card Payment,277.99,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #2UUE6Z
2019-01-24,Grocery Store,21.06,debit,Groceries,Silver Card,Expense,False,JEWEL-OSCO #UD9IN1
2019-01-24,Amazon,11.7,debit,Shopping,Platinum Card,Expense,False,AMAZON.COM PURCHASE #NSM25J
2019-01-24,Amazon,4.21,debit,Shopping,Platinum Card,Expense,False,TARGET STORE 1456 #AIPZTA
2019-01-25,Internet Service Provider,75.0,debit,Internet,Checking,Expense,False,CHARTER SPECTRUM #RF9QHL
2019-01-31,Credit Card Payment,1900.0,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #DBL8NX
2019-01-31,Shell,31.32,debit,Gas & Fuel,Silver Card,Expense,False,CASEY'S GENERAL STORE 6672 #EKOU5X
2019-02-01,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #5RFWPT
2019-02-01,Roadside Diner,9.47,debit,Restaurants,Silver Card,Expense,False,CHILI'S GRILL & BAR #T3E1VS
2019-02-01,Amazon,13.09,debit,Shopping,Platinum Card,Expense,False,WALMART ONLINE ORDER #LO60KT
2019-02-04,Hardware Store,86.97,debit,Home Improvement,Silver Card,Expense,False,MENARDS ROCKFORD #Z3GOED
2019-02-04,Netflix,11.76,debit,Television,Platinum Card,Expense,False,HBO MAX BILL #N9S5KD
2019-02-05,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,Expense,False,APARTMENT RENT PAYMENT #XYKPSB
2019-02-07,Gas Company,65.0,debit,Utilities,Checking,Expense,False,WATER DEPARTMENT PAYMENT #FGEFN2
2019-02-08,Starbucks,3.0,debit,Coffee Shops,Platinum Card,Expense,False,PEET'S COFFEE ROASTERS #JUW74V
2019-02-08,Thai Restaurant,27.47,debit,Restaurants,Platinum Card,Expense,False,OLIVE GARDEN 4452 #QVRCDA
2019-02-09,Spotify,10.69,debit,Music,Platinum Card,Expense,True,SPOTIFY PREMIUM #3TMBX5
2019-02-11,Starbucks,3.0,debit,Coffee Shops,Platinum Card,Expense,False,DUNKIN #34567 #LE0T3P
2019-02-11,Credit Card Payment,133.95,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #5M1OZW
2019-02-11,BP,24.01,debit,Gas & Fuel,Platinum Card,Expense,False,SHELL OIL #LUEYT1
2019-02-12,Grocery Store,30.54,debit,Groceries,Platinum Card,Expense,False,WALMART SUPERCENTER #6W7I9Y
2019-02-12,Phone Company,65.0,debit,Mobile Phone,Checking,Expense,False,T-MOBILE PAYMENT #MMSE1O
2019-02-13,Grocery Store,8.21,debit,Groceries,Platinum Card,Expense,False,WALMART SUPERCENTER #V8JSE7
2019-02-15,Credit Card Payment,207.47,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #WB310O
2019-02-15,Credit Card Payment,207.47,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #5OVAPW
2019-02-15,Grocery Store,4.59,debit,Groceries,Platinum Card,Expense,False,WALMART SUPERCENTER #IEM60P
2019-02-15,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #8YGGLM
2019-02-15,Power Company,60.0,debit,Utilities,Checking,Expense,False,WATER DEPARTMENT PAYMENT #CB8W4M
2019-02-16,Brewing Company,8.0,debit,Alcohol & Bars,Platinum Card,Expense,True,MIXOLOGY LOUNGE #DRHWEU
2019-02-16,American Tavern,32.75,debit,Restaurants,Platinum Card,Expense,True,CHILI'S GRILL & BAR #XZSEF9
2019-02-16,Amazon,37.45,debit,Shopping,Platinum Card,Expense,True,WALMART ONLINE ORDER #MSZK0B
2019-02-19,Credit Card Payment,574.84,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #STOGZU
2019-02-19,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,WATER DEPARTMENT PAYMENT #6PF8UY
2019-02-20,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,PROGRESSIVE INSURANCE #4Y2U5S
2019-02-20,Credit Card Payment,292.54,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #1DRH5A
2019-02-20,Barbershop,30.0,debit,Haircut,Platinum Card,Expense,False,SPORT CLIPS HAIRCUT #CYNA9K
2019-02-21,Credit Card Payment,292.54,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #NH37OM
2019-02-21,Grocery Store,46.96,debit,Groceries,Silver Card,Expense,False,TARGET GROCERY #1ZQUD3
2019-02-25,BP,33.8,debit,Gas & Fuel,Silver Card,Expense,False,CASEY'S GENERAL STORE 6672 #9Z9I9F
2019-02-25,Internet Service Provider,75.0,debit,Internet,Checking,Expense,False,COMCAST XFINITY BILL #MV9ZAU
2019-02-27,Roadside Diner,25.77,debit,Restaurants,Silver Card,Expense,False,OLIVE GARDEN 4452 #UTJQ13
2019-02-28,Grocery Store,32.07,debit,Groceries,Silver Card,Expense,False,WALMART SUPERCENTER #PUNKOC
2019-03-01,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #B35DW4
2019-03-01,Amazon,13.09,debit,Shopping,Platinum Card,Expense,False,AMAZON.COM PURCHASE #WU2WSF
2019-03-04,Grocery Store,92.04,debit,Groceries,Silver Card,Expense,False,WALMART SUPERCENTER #ZV2SCC
2019-03-04,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,Expense,False,APARTMENT RENT PAYMENT #8GW898
2019-03-04,Netflix,11.76,debit,Television,Platinum Card,Expense,False,DISNEY+ MONTHLY #6Y4ERH
2019-03-05,Fancy Restaurant,7.0,debit,Restaurants,Silver Card,Expense,False,CHILI'S GRILL & BAR #YHGJ9K
2019-03-06,Credit Card Payment,491.86,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #POE7HB
2019-03-08,BP,34.08,debit,Gas & Fuel,Platinum Card,Expense,False,MOBIL FUEL STATION #MGV8I4
2019-03-08,Amazon,27.17,debit,Shopping,Platinum Card,Expense,False,TARGET STORE 1456 #RKX00O
2019-03-08,Gas Company,49.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #KL7XZN
2019-03-09,Spotify,10.69,debit,Music,Platinum Card,Expense,True,SPOTIFY PREMIUM #U1U6YN
2019-03-12,Phone Company,65.0,debit,Mobile Phone,Checking,Expense,False,AT&T MOBILE SERVICE #TJITQV
2019-03-12,Bakery Place,3.02,debit,Restaurants,Platinum Card,Expense,False,CHILI'S GRILL & BAR #NEHSNV
2019-03-13,Credit Card Payment,532.86,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #M0PYWE
2019-03-13,Credit Card Payment,301.79,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #I76NL9
2019-03-14,Credit Card Payment,305.27,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #WWO931
2019-03-14,Credit Card Payment,301.79,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #9UYV9S
2019-03-14,Brunch Restaurant,8.0,debit,Restaurants,Platinum Card,Expense,False,OLIVE GARDEN 4452 #CKVH0T
2019-03-15,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #EO6JC4
2019-03-15,Power Company,60.0,debit,Utilities,Checking,Expense,False,NATURAL GAS SERVICE #0PU9S7
2019-03-18,Best Buy,320.99,debit,Electronics & Software,Platinum Card,Expense,False,AMZN MKTPLACE SOFTWARE #ZIGJAA
2019-03-18,Grocery Store,16.23,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #Z2KGP0
2019-03-19,Amazon,13.84,debit,Shopping,Platinum Card,Expense,False,WALMART ONLINE ORDER #2EUOM2
2019-03-19,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #6NWNEZ
2019-03-20,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,GEICO INSURANCE PAYMENT #GJH5EI
2019-03-22,BP,37.51,debit,Gas & Fuel,Platinum Card,Expense,False,MOBIL FUEL STATION #KUAFPF
2019-03-23,Starbucks,5.2,debit,Coffee Shops,Platinum Card,Expense,True,SQ *STARBUCKS STORE 1123 #A1FA1I
2019-03-25,Internet Service Provider,75.0,debit,Internet,Checking,Expense,False,CHARTER SPECTRUM #PS6XIZ
2019-03-26,Amazon,16.04,debit,Shopping,Platinum Card,Expense,False,TARGET STORE 1456 #XCL7U1
2019-03-27,Brewing Company,49.63,debit,Alcohol & Bars,Platinum Card,Expense,False,MIXOLOGY LOUNGE #LEVTDW
2019-03-27,Grocery Store,4.46,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #SHM6BS
2019-03-29,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #UCGE7J
2019-03-30,Starbucks,12.84,debit,Coffee Shops,Platinum Card,Expense,True,SQ *STARBUCKS STORE 1123 #J8LEMV
2019-03-31,Credit Card Payment,957.6,credit,Credit Card Payment,Platinum Card,Transfer,True,UNKNOWN MERCHANT #S1AY1J
2019-04-01,Credit Card Payment,1552.65,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #OLJHPF
2019-04-01,Credit Card Payment,600.51,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #RIC2X7
2019-04-01,Amazon,13.09,debit,Shopping,Platinum Card,Expense,False,WALMART ONLINE ORDER #MQ56YD
2019-04-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,Expense,False,APARTMENT RENT PAYMENT #A4A6ZE
2019-04-04,Grocery Store,5.64,debit,Groceries,Platinum Card,Expense,False,WALMART SUPERCENTER #G5DCQ5
2019-04-04,Amazon,35.9,debit,Shopping,Platinum Card,Expense,False,AMAZON.COM PURCHASE #DP4PHZ
2019-04-04,Netflix,11.76,debit,Television,Platinum Card,Expense,False,HBO MAX BILL #R3F1SS
2019-04-06,Amazon,27.54,debit,Shopping,Platinum Card,Expense,True,AMAZON.COM PURCHASE #LETLHF
2019-04-08,Gas Company,30.0,debit,Utilities,Checking,Expense,False,WATER DEPARTMENT PAYMENT #9NYT16
2019-04-09,Credit Card Payment,436.75,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #5DJICV
2019-04-09,Grocery Store,10.7,debit,Groceries,Platinum Card,Expense,False,JEWEL-OSCO #6B8G4S
2019-04-09,Barbershop,30.0,debit,Haircut,Platinum Card,Expense,False,SPORT CLIPS HAIRCUT #9EUFLH
2019-04-09,Spotify,10.69,debit,Music,Platinum Card,Expense,False,APPLE MUSIC SUBSCRIPTION #9TRU0P
2019-04-10,Phone Company,65.0,debit,Mobile Phone,Checking,Expense,False,AT&T MOBILE SERVICE #JC2GXS
2019-04-12,Best Buy,44.93,debit,Electronics & Software,Silver Card,Expense,False,AMZN MKTPLACE SOFTWARE #OIJ54J
2019-04-12,Grocery Store,41.34,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #CWH9TT
2019-04-12,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #U3TUF1
2019-04-13,QuikTrip,38.94,debit,Gas & Fuel,Platinum Card,Expense,True,SHELL OIL #KNH37G
2019-04-13,Grocery Store,16.87,debit,Groceries,Platinum Card,Expense,True,TARGET GROCERY #84QR3K
2019-04-13,Vietnamese Restaurant,20.64,debit,Restaurants,Platinum Card,Expense,True,OLIVE GARDEN 4452 #9WWW82
2019-04-15,Power Company,60.0,debit,Utilities,Checking,Expense,False,NATURAL GAS SERVICE #2K9MR5
2019-04-16,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,NATURAL GAS SERVICE #N0PLB4
2019-04-18,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,GEICO INSURANCE PAYMENT #BORJK3
2019-04-18,Credit Card Payment,604.32,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #S8N4MA
2019-04-18,Credit Card Payment,458.1,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #D3WTBP
2019-04-19,Credit Card Payment,604.32,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #B31K2Y
2019-04-19,Grocery Store,10.89,debit,Groceries,Platinum Card,Expense,False,JEWEL-OSCO #801XVN
2019-04-22,Brewing Company,14.4,debit,Alcohol & Bars,Silver Card,Expense,False,TIPSY TAP BAR & GRILL #1PXL8X
2019-04-22,Greek Restaurant,64.52,debit,Restaurants,Silver Card,Expense,False,LOCAL DINER PURCHASE #FPL78Y
2019-04-23,Hardware Store,29.56,debit,Home Improvement,Silver Card,Expense,False,LOWE'S STORE 8832 #CQCAIJ
2019-04-25,Internet Service Provider,75.0,debit,Internet,Checking,Expense,False,AT&T INTERNET SERVICE #OMVMKQ
2019-04-26,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #KIEYIM
2019-04-27,Brewing Company,40.0,debit,Alcohol & Bars,Platinum Card,Expense,True,RED LANTERN PUB #QYMPOI
2019-04-27,Credit Card Payment,268.96,credit,Credit Card Payment,Silver Card,Transfer,True,UNKNOWN MERCHANT #Z8R6EL
2019-04-27,American Tavern,14.74,debit,Restaurants,Silver Card,Expense,True,LOCAL DINER PURCHASE #MLUDIO
2019-04-29,Credit Card Payment,268.96,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #D6NK3X
2019-04-29,Grocery Store,5.64,debit,Groceries,Platinum Card,Expense,False,JEWEL-OSCO #I6616Y
2019-04-30,BP,39.08,debit,Gas & Fuel,Platinum Card,Expense,False,SHELL OIL #OO7S2Y
2019-05-01,Amazon,13.09,debit,Shopping,Platinum Card,Expense,False,TARGET STORE 1456 #5NF6NP
2019-05-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,Expense,False,APARTMENT RENT PAYMENT #SAH3N0
2019-05-03,Credit Card Payment,758.07,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #4025GW
2019-05-04,Netflix,13.9,debit,Television,Platinum Card,Expense,True,DISNEY+ MONTHLY #ENUGOU
2019-05-06,Amazon,16.94,debit,Shopping,Platinum Card,Expense,False,WALMART ONLINE ORDER #3JAJA5
2019-05-07,Amazon,38.56,debit,Shopping,Platinum Card,Expense,False,WALMART ONLINE ORDER #Q3EKG3
2019-05-09,Best Buy,331.69,debit,Electronics & Software,Platinum Card,Expense,False,APPLE.COM/BILL #6Q9LBL
2019-05-09,Spotify,10.69,debit,Music,Platinum Card,Expense,False,APPLE MUSIC SUBSCRIPTION #A0B359
2019-05-09,Target,3.2,debit,Shopping,Platinum Card,Expense,False,TARGET STORE 1456 #4AC4CK
2019-05-09,Gas Company,30.0,debit,Utilities,Checking,Expense,False,WATER DEPARTMENT PAYMENT #VTRC1S
2019-05-10,Best Buy,21.39,debit,Electronics & Software,Silver Card,Expense,False,MICROSOFT*SUBSCRIPTION #VN2I6Q
2019-05-10,Phone Company,65.0,debit,Mobile Phone,Checking,Expense,False,AT&T MOBILE SERVICE #3RZYI0
2019-05-10,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #ZCMFTF
2019-05-13,Credit Card Payment,480.88,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #ER6UVE
2019-05-13,QuikTrip,35.24,debit,Gas & Fuel,Silver Card,Expense,False,CASEY'S GENERAL STORE 6672 #YLPRPF
2019-05-13,Fancy Restaurant,98.19,debit,Restaurants,Silver Card,Expense,False,LOCAL DINER PURCHASE #8G3A6C
2019-05-13,Greek Restaurant,23.11,debit,Restaurants,Silver Card,Expense,False,OLIVE GARDEN 4452 #O3LGDK
2019-05-14,Grocery Store,2.02,debit,Groceries,Silver Card,Expense,False,TARGET GROCERY #TEY9LK
2019-05-15,Power Company,60.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #B97WDB
2019-05-17,Credit Card Payment,575.33,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #P2HA78
2019-05-17,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,NATURAL GAS SERVICE #QVDGQZ
2019-05-20,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,PROGRESSIVE INSURANCE #RZNS11
2019-05-20,Credit Card Payment,415.47,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #FW7XP8
2019-05-20,American Tavern,32.53,debit,Restaurants,Silver Card,Expense,False,LOCAL DINER PURCHASE #A0FQT5
2019-05-24,Credit Card Payment,765.68,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #LPCAD6
2019-05-24,Hardware Store,27.96,debit,Home Improvement,Platinum Card,Expense,False,MENARDS ROCKFORD #5108MS
2019-05-24,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #7UMOJ9
2019-05-24,Brunch Restaurant,8.0,debit,Restaurants,Platinum Card,Expense,False,CHILI'S GRILL & BAR #T3G0SF
2019-05-25,QuikTrip,36.76,debit,Gas & Fuel,Platinum Card,Expense,True,MOBIL FUEL STATION #DYILJZ
2019-05-25,Hardware Store,30.99,debit,Home Improvement,Platinum Card,Expense,True,HOME DEPOT 5244 #XYWRJ8
2019-05-27,Mexican Restaurant,34.33,debit,Restaurants,Platinum Card,Expense,False,LOCAL DINER PURCHASE #W2W4HA
2019-05-28,Credit Card Payment,765.68,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #ONU7YY
2019-05-30,Internet Service Provider,75.0,debit,Internet,Checking,Expense,False,COMCAST XFINITY BILL #IRMWNA
2019-05-30,American Tavern,34.82,debit,Restaurants,Platinum Card,Expense,False,CHILI'S GRILL & BAR #K5HW6Z
2019-06-01,Amazon,13.09,debit,Shopping,Platinum Card,Expense,True,AMAZON.COM PURCHASE #8T15AI
2019-06-03,Starbucks,2.75,debit,Coffee Shops,Platinum Card,Expense,False,PEET'S COFFEE ROASTERS #ZE29TL
2019-06-03,Credit Card Payment,260.95,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #G9BIZC
2019-06-03,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,Expense,False,APARTMENT RENT PAYMENT #V3A4RB
2019-06-04,Barbershop,30.0,debit,Haircut,Platinum Card,Expense,False,LOCAL BARBER SHOP #UG4P4G
2019-06-04,Netflix,13.9,debit,Television,Platinum Card,Expense,False,NETFLIX SUBSCRIPTION #5KVVK6
2019-06-05,Grocery Store,23.0,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #HRWCYO
2019-06-05,Mexican Restaurant,23.24,debit,Restaurants,Platinum Card,Expense,False,LOCAL DINER PURCHASE #H9EJMA
2019-06-06,Starbucks,3.75,debit,Coffee Shops,Platinum Card,Expense,False,PEET'S COFFEE ROASTERS #J489SE
2019-06-06,Grocery Store,5.64,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #Y5M1BR
2019-06-07,Credit Card Payment,458.56,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #H0S3IQ
2019-06-07,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #YPGO69
2019-06-07,Gas Company,30.0,debit,Utilities,Checking,Expense,False,WATER DEPARTMENT PAYMENT #VF38W2
2019-06-09,Spotify,10.69,debit,Music,Platinum Card,Expense,True,APPLE MUSIC SUBSCRIPTION #TD46UG
2019-06-12,Phone Company,65.0,debit,Mobile Phone,Checking,Expense,False,AT&T MOBILE SERVICE #L7S1N1
2019-06-13,Credit Card Payment,152.72,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #MSZ70W
2019-06-13,Credit Card Payment,152.72,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #1POKCB
2019-06-14,Grocery Store,10.69,debit,Groceries,Silver Card,Expense,False,JEWEL-OSCO #8M8TSA
2019-06-15,BP,33.16,debit,Gas & Fuel,Silver Card,Expense,True,CASEY'S GENERAL STORE 6672 #8D89XD
2019-06-17,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,WATER DEPARTMENT PAYMENT #JCUU88
2019-06-17,Power Company,60.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #OJUDZW
2019-06-18,Brewing Company,15.0,debit,Alcohol & Bars,Silver Card,Expense,False,RED LANTERN PUB #H1PU2G
2019-06-18,Shell,41.83,debit,Gas & Fuel,Silver Card,Expense,False,MOBIL FUEL STATION #3JK2W6
2019-06-19,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,STATE FARM AUTO BILL #WQTWUJ
2019-06-20,Credit Card Payment,375.26,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #ZKU91O
2019-06-20,Mike's Construction Co.,9200.0,debit,Home Improvement,Checking,Expense,False,HOME DEPOT 5244 #ESTUAY
2019-06-20,Credit Card Payment,100.68,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #3RQ0B9
2019-06-21,Credit Card Payment,100.68,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #5OEHHC
2019-06-21,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #H34CU1
2019-06-24,Brewing Company,15.0,debit,Alcohol & Bars,Silver Card,Expense,False,MIXOLOGY LOUNGE #4WTFIY
2019-06-28,BP,30.64,debit,Gas & Fuel,Silver Card,Expense,False,MOBIL FUEL STATION #OP25JM
2019-06-30,Internet Service Provider,75.0,debit,Internet,Checking,Expense,True,CHARTER SPECTRUM #5DQ559
2019-07-01,Starbucks,7.0,debit,Coffee Shops,Silver Card,Expense,False,PEET'S COFFEE ROASTERS #EKQ4KJ
2019-07-01,Grocery Store,99.47,debit,Groceries,Silver Card,Expense,False,JEWEL-OSCO #KKBKTT
2019-07-01,Hawaiian Grill,24.97,debit,Restaurants,Silver Card,Expense,False,LOCAL DINER PURCHASE #B6RXAS
